COUNTRY,SECTOR,SUBSECTOR,ENERGY_CARRIER,PROPERTY,UNIT,YEAR,VALUE
PL,Industry,Fertilizers,Others,Energy Demand,TWh,2019,0
PL,Industry,Food,Electricity,Energy Demand,TWh,2019,7.519816944
PL,Industry,Food,Hydrogen,Energy Demand,TWh,2019,0
PL,Industry,Fertilizers,Methane,Energy Demand,TWh,2019,4.158421389
PL,Industry,Food,Heat,Energy Demand,TWh,2019,0.680070278
PL,Industry,Food,Biofuels,Energy Demand,TWh,2019,0.216702778
PL,Industry,Food,Solids,Energy Demand,TWh,2019,6.423240278
PL,Industry,Food,Liquids,Energy Demand,TWh,2019,0.8112275
PL,Industry,Food,Others,Energy Demand,TWh,2019,0
PL,Industry,Metals,Electricity,Energy Demand,TWh,2019,2.531273889
PL,Industry,Metals,Hydrogen,Energy Demand,TWh,2019,0
PL,Industry,Metals,Heat,Energy Demand,TWh,2019,0.223896111
PL,Industry,Metals,Biofuels,Energy Demand,TWh,2019,0
PL,Industry,Metals,Solids,Energy Demand,TWh,2019,0.207882778
PL,Industry,Metals,Liquids,Energy Demand,TWh,2019,0.148118056
PL,Industry,Metals,Others,Energy Demand,TWh,2019,0
PL,Industry,Others,Electricity,Energy Demand,TWh,2019,35.50994194
PL,Industry,Others,Hydrogen,Energy Demand,TWh,2019,0
PT,Industry,Fertilizers,Methane,Energy Demand,TWh,2019,0
PL,Industry,Others,Heat,Energy Demand,TWh,2019,8.751353889
PL,Industry,Others,Biofuels,Energy Demand,TWh,2019,9.909862222
PL,Industry,Others,Solids,Energy Demand,TWh,2019,11.05976889
PL,Industry,Others,Liquids,Energy Demand,TWh,2019,4.184615
PL,Industry,Others,Others,Energy Demand,TWh,2019,0
PL,Industry,Paper,Electricity,Energy Demand,TWh,2019,4.962166111
PL,Industry,Paper,Hydrogen,Energy Demand,TWh,2019,0
RO,Industry,Fertilizers,Methane,Energy Demand,TWh,2019,1.662008348
PL,Industry,Paper,Heat,Energy Demand,TWh,2019,0.685993056
PL,Industry,Paper,Biofuels,Energy Demand,TWh,2019,10.72914694
PL,Industry,Paper,Solids,Energy Demand,TWh,2019,2.153055556
PL,Industry,Paper,Liquids,Energy Demand,TWh,2019,0.479028333
PL,Industry,Paper,Others,Energy Demand,TWh,2019,0
PL,Industry,Refineries,Electricity,Energy Demand,TWh,2019,1.746693056
PL,Industry,Refineries,Hydrogen,Energy Demand,TWh,2019,0
PL,Industry,Refineries,Heat,Energy Demand,TWh,2019,0.009030278
PL,Industry,Refineries,Biofuels,Energy Demand,TWh,2019,0
PL,Industry,Refineries,Solids,Energy Demand,TWh,2019,0.192966944
PL,Industry,Refineries,Liquids,Energy Demand,TWh,2019,8.792386111
PL,Industry,Refineries,Others,Energy Demand,TWh,2019,0
SE,Industry,Fertilizers,Methane,Energy Demand,TWh,2019,0
PL,Industry,Steel,Electricity,Energy Demand,TWh,2019,6.94586
PL,Industry,Steel,Hydrogen,Energy Demand,TWh,2019,0
PL,Industry,Steel,Heat,Energy Demand,TWh,2019,1.415335278
PL,Industry,Steel,Biofuels,Energy Demand,TWh,2019,0.000199444
PL,Industry,Steel,Solids,Energy Demand,TWh,2019,17.23922806
PL,Industry,Steel,Liquids,Energy Demand,TWh,2019,0.064202222
PL,Industry,Steel,Others,Energy Demand,TWh,2019,0
PL,Industry,Datacenters,Electricity,Energy Demand,TWh,2019,5.086666667
PT,Industry,Total,Electricity,Energy Demand,TWh,2019,19.1069475
PT,Industry,Total,Hydrogen,Energy Demand,TWh,2019,0
SI,Industry,Fertilizers,Methane,Energy Demand,TWh,2019,0
PT,Industry,Total,Heat,Energy Demand,TWh,2019,5.525421944
PT,Industry,Total,Biofuels,Energy Demand,TWh,2019,12.11044944
PT,Industry,Total,Solids,Energy Demand,TWh,2019,0.190869722
PT,Industry,Total,Liquids,Energy Demand,TWh,2019,14.42598889
PT,Industry,Total,Others,Energy Demand,TWh,2019,0
PT,Industry,Aluminium,Electricity,Energy Demand,TWh,2019,0
PT,Industry,Aluminium,Hydrogen,Energy Demand,TWh,2019,0
SK,Industry,Fertilizers,Methane,Energy Demand,TWh,2019,1.435762222
PT,Industry,Aluminium,Heat,Energy Demand,TWh,2019,0
PT,Industry,Aluminium,Biofuels,Energy Demand,TWh,2019,0
PT,Industry,Aluminium,Solids,Energy Demand,TWh,2019,0
PT,Industry,Aluminium,Liquids,Energy Demand,TWh,2019,0
PT,Industry,Aluminium,Others,Energy Demand,TWh,2019,0
PT,Industry,Chemicals,Electricity,Energy Demand,TWh,2019,2.517656944
PT,Industry,Chemicals,Hydrogen,Energy Demand,TWh,2019,0
PT,Industry,Chemicals,Heat,Energy Demand,TWh,2019,0.735991667
PT,Industry,Chemicals,Biofuels,Energy Demand,TWh,2019,0.056463611
PT,Industry,Chemicals,Solids,Energy Demand,TWh,2019,1.36E-05
PT,Industry,Chemicals,Liquids,Energy Demand,TWh,2019,0.070470278
PT,Industry,Chemicals,Others,Energy Demand,TWh,2019,0
UK,Industry,Fertilizers,Methane,Energy Demand,TWh,2019,2.908514609
PT,Industry,Fertilizers,Electricity,Energy Demand,TWh,2019,0
PT,Industry,Fertilizers,Hydrogen,Energy Demand,TWh,2019,0
PT,Industry,Fertilizers,Heat,Energy Demand,TWh,2019,0
PT,Industry,Fertilizers,Biofuels,Energy Demand,TWh,2019,0
PT,Industry,Fertilizers,Solids,Energy Demand,TWh,2019,0
PT,Industry,Fertilizers,Liquids,Energy Demand,TWh,2019,0
PT,Industry,Fertilizers,Others,Energy Demand,TWh,2019,0
AT,Industry,Chemicals,Methane,Energy Demand,TWh,2019,4.714247215
PT,Industry,Food,Electricity,Energy Demand,TWh,2019,2.087573889
PT,Industry,Food,Hydrogen,Energy Demand,TWh,2019,0
PT,Industry,Food,Heat,Energy Demand,TWh,2019,0.322243056
PT,Industry,Food,Biofuels,Energy Demand,TWh,2019,0.338246944
PT,Industry,Food,Solids,Energy Demand,TWh,2019,0
PT,Industry,Food,Liquids,Energy Demand,TWh,2019,0.774961944
PT,Industry,Food,Others,Energy Demand,TWh,2019,0
PT,Industry,Metals,Electricity,Energy Demand,TWh,2019,0.105758056
PT,Industry,Metals,Hydrogen,Energy Demand,TWh,2019,0
BE,Industry,Chemicals,Methane,Energy Demand,TWh,2019,13.34141568
PT,Industry,Metals,Heat,Energy Demand,TWh,2019,0
PT,Industry,Metals,Biofuels,Energy Demand,TWh,2019,0
PT,Industry,Metals,Solids,Energy Demand,TWh,2019,0
PT,Industry,Metals,Liquids,Energy Demand,TWh,2019,0.024345278
PT,Industry,Metals,Others,Energy Demand,TWh,2019,0
PT,Industry,Others,Electricity,Energy Demand,TWh,2019,7.515086111
PT,Industry,Others,Hydrogen,Energy Demand,TWh,2019,0
PT,Industry,Others,Heat,Energy Demand,TWh,2019,0.567455278
PT,Industry,Others,Biofuels,Energy Demand,TWh,2019,1.982744722
PT,Industry,Others,Solids,Energy Demand,TWh,2019,0.132607778
PT,Industry,Others,Liquids,Energy Demand,TWh,2019,5.138281111
PT,Industry,Others,Others,Energy Demand,TWh,2019,0
BG,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0.656167553
PT,Industry,Paper,Electricity,Energy Demand,TWh,2019,3.133448889
PT,Industry,Paper,Hydrogen,Energy Demand,TWh,2019,0
PT,Industry,Paper,Heat,Energy Demand,TWh,2019,0.961793889
PT,Industry,Paper,Biofuels,Energy Demand,TWh,2019,9.732994167
PT,Industry,Paper,Solids,Energy Demand,TWh,2019,0
PT,Industry,Paper,Liquids,Energy Demand,TWh,2019,0.438083889
PT,Industry,Paper,Others,Energy Demand,TWh,2019,0
PT,Industry,Refineries,Electricity,Energy Demand,TWh,2019,0.671993056
PT,Industry,Refineries,Hydrogen,Energy Demand,TWh,2019,0
CY,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0
PT,Industry,Refineries,Heat,Energy Demand,TWh,2019,2.937938056
PT,Industry,Refineries,Biofuels,Energy Demand,TWh,2019,0
PT,Industry,Refineries,Solids,Energy Demand,TWh,2019,0
PT,Industry,Refineries,Liquids,Energy Demand,TWh,2019,7.956230278
PT,Industry,Refineries,Others,Energy Demand,TWh,2019,0
PT,Industry,Steel,Electricity,Energy Demand,TWh,2019,1.594875
PT,Industry,Steel,Hydrogen,Energy Demand,TWh,2019,0
CZ,Industry,Chemicals,Methane,Energy Demand,TWh,2019,1.805257283
PT,Industry,Steel,Heat,Energy Demand,TWh,2019,0
PT,Industry,Steel,Biofuels,Energy Demand,TWh,2019,0
PT,Industry,Steel,Solids,Energy Demand,TWh,2019,0.058248333
PT,Industry,Steel,Liquids,Energy Demand,TWh,2019,0.023616111
PT,Industry,Steel,Others,Energy Demand,TWh,2019,0
PT,Industry,Datacenters,Electricity,Energy Demand,TWh,2019,1.480555556
RO,Industry,Total,Electricity,Energy Demand,TWh,2019,28.50262139
RO,Industry,Total,Hydrogen,Energy Demand,TWh,2019,0
RO,Industry,Total,Heat,Energy Demand,TWh,2019,3.796628056
RO,Industry,Total,Biofuels,Energy Demand,TWh,2019,2.7192525
RO,Industry,Total,Solids,Energy Demand,TWh,2019,9.025651667
RO,Industry,Total,Liquids,Energy Demand,TWh,2019,22.31906639
RO,Industry,Total,Others,Energy Demand,TWh,2019,0
DE,Industry,Chemicals,Methane,Energy Demand,TWh,2019,49.32190297
RO,Industry,Aluminium,Electricity,Energy Demand,TWh,2019,3.270911944
RO,Industry,Aluminium,Hydrogen,Energy Demand,TWh,2019,0
RO,Industry,Aluminium,Heat,Energy Demand,TWh,2019,0
RO,Industry,Aluminium,Biofuels,Energy Demand,TWh,2019,0
RO,Industry,Aluminium,Solids,Energy Demand,TWh,2019,0
RO,Industry,Aluminium,Liquids,Energy Demand,TWh,2019,0
RO,Industry,Aluminium,Others,Energy Demand,TWh,2019,0
RO,Industry,Chemicals,Electricity,Energy Demand,TWh,2019,3.021294248
RO,Industry,Chemicals,Hydrogen,Energy Demand,TWh,2019,0
DK,Industry,Chemicals,Methane,Energy Demand,TWh,2019,1.127706944
RO,Industry,Chemicals,Heat,Energy Demand,TWh,2019,1.572881111
RO,Industry,Chemicals,Biofuels,Energy Demand,TWh,2019,0.042900278
RO,Industry,Chemicals,Solids,Energy Demand,TWh,2019,0.257653889
RO,Industry,Chemicals,Liquids,Energy Demand,TWh,2019,5.792875833
RO,Industry,Chemicals,Others,Energy Demand,TWh,2019,0
RO,Industry,Fertilizers,Electricity,Energy Demand,TWh,2019,0.173661863
RO,Industry,Fertilizers,Hydrogen,Energy Demand,TWh,2019,0
EE,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0.0591425
RO,Industry,Fertilizers,Heat,Energy Demand,TWh,2019,0
RO,Industry,Fertilizers,Biofuels,Energy Demand,TWh,2019,0
RO,Industry,Fertilizers,Solids,Energy Demand,TWh,2019,0
RO,Industry,Fertilizers,Liquids,Energy Demand,TWh,2019,0
RO,Industry,Fertilizers,Others,Energy Demand,TWh,2019,0
RO,Industry,Food,Electricity,Energy Demand,TWh,2019,1.907278056
RO,Industry,Food,Hydrogen,Energy Demand,TWh,2019,0
ES,Industry,Chemicals,Methane,Energy Demand,TWh,2019,28.93738263
RO,Industry,Food,Heat,Energy Demand,TWh,2019,0.222313889
RO,Industry,Food,Biofuels,Energy Demand,TWh,2019,0.321526944
RO,Industry,Food,Solids,Energy Demand,TWh,2019,0.000911111
RO,Industry,Food,Liquids,Energy Demand,TWh,2019,0.51487
RO,Industry,Food,Others,Energy Demand,TWh,2019,0
RO,Industry,Metals,Electricity,Energy Demand,TWh,2019,0
RO,Industry,Metals,Hydrogen,Energy Demand,TWh,2019,0
RO,Industry,Metals,Heat,Energy Demand,TWh,2019,0
RO,Industry,Metals,Biofuels,Energy Demand,TWh,2019,0
RO,Industry,Metals,Solids,Energy Demand,TWh,2019,0
RO,Industry,Metals,Liquids,Energy Demand,TWh,2019,0.010255
RO,Industry,Metals,Others,Energy Demand,TWh,2019,0
RO,Industry,Others,Electricity,Energy Demand,TWh,2019,13.26137889
RO,Industry,Others,Hydrogen,Energy Demand,TWh,2019,0
FI,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0.480548611
RO,Industry,Others,Heat,Energy Demand,TWh,2019,1.385604167
RO,Industry,Others,Biofuels,Energy Demand,TWh,2019,2.330392222
RO,Industry,Others,Solids,Energy Demand,TWh,2019,1.152083611
RO,Industry,Others,Liquids,Energy Demand,TWh,2019,10.96575722
RO,Industry,Others,Others,Energy Demand,TWh,2019,0
RO,Industry,Paper,Electricity,Energy Demand,TWh,2019,0.704455
RO,Industry,Paper,Hydrogen,Energy Demand,TWh,2019,0
FR,Industry,Chemicals,Methane,Energy Demand,TWh,2019,32.36687108
RO,Industry,Paper,Heat,Energy Demand,TWh,2019,0.090951944
RO,Industry,Paper,Biofuels,Energy Demand,TWh,2019,0.024123611
RO,Industry,Paper,Solids,Energy Demand,TWh,2019,0
RO,Industry,Paper,Liquids,Energy Demand,TWh,2019,0.011786667
RO,Industry,Paper,Others,Energy Demand,TWh,2019,0
RO,Industry,Refineries,Electricity,Energy Demand,TWh,2019,1.279026944
RO,Industry,Refineries,Hydrogen,Energy Demand,TWh,2019,0
RO,Industry,Refineries,Heat,Energy Demand,TWh,2019,0.522126111
RO,Industry,Refineries,Biofuels,Energy Demand,TWh,2019,0.000285
RO,Industry,Refineries,Solids,Energy Demand,TWh,2019,0
RO,Industry,Refineries,Liquids,Energy Demand,TWh,2019,5.021024722
RO,Industry,Refineries,Others,Energy Demand,TWh,2019,0
GR,Industry,Chemicals,Methane,Energy Demand,TWh,2019,6.29E-05
RO,Industry,Steel,Electricity,Energy Demand,TWh,2019,2.376558889
RO,Industry,Steel,Hydrogen,Energy Demand,TWh,2019,0
RO,Industry,Steel,Heat,Energy Demand,TWh,2019,0.002750833
RO,Industry,Steel,Biofuels,Energy Demand,TWh,2019,2.44E-05
RO,Industry,Steel,Solids,Energy Demand,TWh,2019,7.615003056
RO,Industry,Steel,Liquids,Energy Demand,TWh,2019,0.002496944
RO,Industry,Steel,Others,Energy Demand,TWh,2019,0
RO,Industry,Datacenters,Electricity,Energy Demand,TWh,2019,2.508055556
SE,Industry,Total,Electricity,Energy Demand,TWh,2019,55.42394444
SE,Industry,Total,Hydrogen,Energy Demand,TWh,2019,0
HR,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0
SE,Industry,Total,Heat,Energy Demand,TWh,2019,5.835
SE,Industry,Total,Biofuels,Energy Demand,TWh,2019,49.03944444
SE,Industry,Total,Solids,Energy Demand,TWh,2019,7.6106
SE,Industry,Total,Liquids,Energy Demand,TWh,2019,15.63588722
SE,Industry,Total,Others,Energy Demand,TWh,2019,0
SE,Industry,Aluminium,Electricity,Energy Demand,TWh,2019,1.923333333
SE,Industry,Aluminium,Hydrogen,Energy Demand,TWh,2019,0
HU,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0.948239565
SE,Industry,Aluminium,Heat,Energy Demand,TWh,2019,0
SE,Industry,Aluminium,Biofuels,Energy Demand,TWh,2019,0
SE,Industry,Aluminium,Solids,Energy Demand,TWh,2019,0
SE,Industry,Aluminium,Liquids,Energy Demand,TWh,2019,0
SE,Industry,Aluminium,Others,Energy Demand,TWh,2019,0
SE,Industry,Chemicals,Electricity,Energy Demand,TWh,2019,4.346
SE,Industry,Chemicals,Hydrogen,Energy Demand,TWh,2019,0
SE,Industry,Chemicals,Heat,Energy Demand,TWh,2019,0
SE,Industry,Chemicals,Biofuels,Energy Demand,TWh,2019,0.151111111
SE,Industry,Chemicals,Solids,Energy Demand,TWh,2019,0.03
SE,Industry,Chemicals,Liquids,Energy Demand,TWh,2019,0.447850278
SE,Industry,Chemicals,Others,Energy Demand,TWh,2019,0
IE,Industry,Chemicals,Methane,Energy Demand,TWh,2019,1.529191944
SE,Industry,Fertilizers,Electricity,Energy Demand,TWh,2019,0
SE,Industry,Fertilizers,Hydrogen,Energy Demand,TWh,2019,0
SE,Industry,Fertilizers,Heat,Energy Demand,TWh,2019,0
SE,Industry,Fertilizers,Biofuels,Energy Demand,TWh,2019,0
SE,Industry,Fertilizers,Solids,Energy Demand,TWh,2019,0
SE,Industry,Fertilizers,Liquids,Energy Demand,TWh,2019,0
SE,Industry,Fertilizers,Others,Energy Demand,TWh,2019,0
IT,Industry,Chemicals,Methane,Energy Demand,TWh,2019,9.85883006
SE,Industry,Food,Electricity,Energy Demand,TWh,2019,2.39
SE,Industry,Food,Hydrogen,Energy Demand,TWh,2019,0
SE,Industry,Food,Heat,Energy Demand,TWh,2019,0
SE,Industry,Food,Biofuels,Energy Demand,TWh,2019,0.3025
SE,Industry,Food,Solids,Energy Demand,TWh,2019,0
SE,Industry,Food,Liquids,Energy Demand,TWh,2019,0.489200833
SE,Industry,Food,Others,Energy Demand,TWh,2019,0
SE,Industry,Metals,Electricity,Energy Demand,TWh,2019,0.915666667
SE,Industry,Metals,Hydrogen,Energy Demand,TWh,2019,0
LT,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0
SE,Industry,Metals,Heat,Energy Demand,TWh,2019,0
SE,Industry,Metals,Biofuels,Energy Demand,TWh,2019,0
SE,Industry,Metals,Solids,Energy Demand,TWh,2019,0.365594444
SE,Industry,Metals,Liquids,Energy Demand,TWh,2019,0.421081389
SE,Industry,Metals,Others,Energy Demand,TWh,2019,0
SE,Industry,Others,Electricity,Energy Demand,TWh,2019,17.738
SE,Industry,Others,Hydrogen,Energy Demand,TWh,2019,0
SE,Industry,Others,Heat,Energy Demand,TWh,2019,5.835
SE,Industry,Others,Biofuels,Energy Demand,TWh,2019,4.826388889
SE,Industry,Others,Solids,Energy Demand,TWh,2019,2.875222222
SE,Industry,Others,Liquids,Energy Demand,TWh,2019,7.240316111
SE,Industry,Others,Others,Energy Demand,TWh,2019,0
LU,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0.101219444
SE,Industry,Paper,Electricity,Energy Demand,TWh,2019,19.584
SE,Industry,Paper,Hydrogen,Energy Demand,TWh,2019,0
SE,Industry,Paper,Heat,Energy Demand,TWh,2019,0
SE,Industry,Paper,Biofuels,Energy Demand,TWh,2019,43.75944444
SE,Industry,Paper,Solids,Energy Demand,TWh,2019,0.061305556
SE,Industry,Paper,Liquids,Energy Demand,TWh,2019,1.860105833
SE,Industry,Paper,Others,Energy Demand,TWh,2019,0
SE,Industry,Refineries,Electricity,Energy Demand,TWh,2019,0.85
SE,Industry,Refineries,Hydrogen,Energy Demand,TWh,2019,0
LV,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0.082440278
SE,Industry,Refineries,Heat,Energy Demand,TWh,2019,0
SE,Industry,Refineries,Biofuels,Energy Demand,TWh,2019,0
SE,Industry,Refineries,Solids,Energy Demand,TWh,2019,0
SE,Industry,Refineries,Liquids,Energy Demand,TWh,2019,2.76189
SE,Industry,Refineries,Others,Energy Demand,TWh,2019,0
SE,Industry,Steel,Electricity,Energy Demand,TWh,2019,4.545
SE,Industry,Steel,Hydrogen,Energy Demand,TWh,2019,0
MT,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0
SE,Industry,Steel,Heat,Energy Demand,TWh,2019,0
SE,Industry,Steel,Biofuels,Energy Demand,TWh,2019,0
SE,Industry,Steel,Solids,Energy Demand,TWh,2019,4.278477778
SE,Industry,Steel,Liquids,Energy Demand,TWh,2019,2.415442778
SE,Industry,Steel,Others,Energy Demand,TWh,2019,0
SE,Industry,Datacenters,Electricity,Energy Demand,TWh,2019,3.131944444
SI,Industry,Total,Electricity,Energy Demand,TWh,2019,6.938069167
SI,Industry,Total,Hydrogen,Energy Demand,TWh,2019,0
SI,Industry,Total,Heat,Energy Demand,TWh,2019,5.555032352
SI,Industry,Total,Biofuels,Energy Demand,TWh,2019,0.842480556
SI,Industry,Total,Solids,Energy Demand,TWh,2019,0.592861111
SI,Industry,Total,Liquids,Energy Demand,TWh,2019,1.107031667
SI,Industry,Total,Others,Energy Demand,TWh,2019,0
NL,Industry,Chemicals,Methane,Energy Demand,TWh,2019,14.60389658
SI,Industry,Aluminium,Electricity,Energy Demand,TWh,2019,1.089888889
SI,Industry,Aluminium,Hydrogen,Energy Demand,TWh,2019,0
SI,Industry,Aluminium,Heat,Energy Demand,TWh,2019,0
SI,Industry,Aluminium,Biofuels,Energy Demand,TWh,2019,0
SI,Industry,Aluminium,Solids,Energy Demand,TWh,2019,0
SI,Industry,Aluminium,Liquids,Energy Demand,TWh,2019,0
SI,Industry,Aluminium,Others,Energy Demand,TWh,2019,0
SI,Industry,Chemicals,Electricity,Energy Demand,TWh,2019,0.639541111
SI,Industry,Chemicals,Hydrogen,Energy Demand,TWh,2019,0
PL,Industry,Chemicals,Methane,Energy Demand,TWh,2019,2.10E-11
SI,Industry,Chemicals,Heat,Energy Demand,TWh,2019,0.380207222
SI,Industry,Chemicals,Biofuels,Energy Demand,TWh,2019,0.199099722
SI,Industry,Chemicals,Solids,Energy Demand,TWh,2019,0.000104444
SI,Industry,Chemicals,Liquids,Energy Demand,TWh,2019,0.043803056
SI,Industry,Chemicals,Others,Energy Demand,TWh,2019,0
SI,Industry,Fertilizers,Electricity,Energy Demand,TWh,2019,0
SI,Industry,Fertilizers,Hydrogen,Energy Demand,TWh,2019,0
PT,Industry,Chemicals,Methane,Energy Demand,TWh,2019,2.044331111
SI,Industry,Fertilizers,Heat,Energy Demand,TWh,2019,0
SI,Industry,Fertilizers,Biofuels,Energy Demand,TWh,2019,0
SI,Industry,Fertilizers,Solids,Energy Demand,TWh,2019,0
SI,Industry,Fertilizers,Liquids,Energy Demand,TWh,2019,0
SI,Industry,Fertilizers,Others,Energy Demand,TWh,2019,0
SI,Industry,Food,Electricity,Energy Demand,TWh,2019,0.285058889
SI,Industry,Food,Hydrogen,Energy Demand,TWh,2019,0
RO,Industry,Chemicals,Methane,Energy Demand,TWh,2019,4.436314708
SI,Industry,Food,Heat,Energy Demand,TWh,2019,0.050780556
SI,Industry,Food,Biofuels,Energy Demand,TWh,2019,0.018785278
SI,Industry,Food,Solids,Energy Demand,TWh,2019,0
SI,Industry,Food,Liquids,Energy Demand,TWh,2019,0.0904825
SI,Industry,Food,Others,Energy Demand,TWh,2019,0
SI,Industry,Metals,Electricity,Energy Demand,TWh,2019,0.090087222
SI,Industry,Metals,Hydrogen,Energy Demand,TWh,2019,0
SI,Industry,Metals,Heat,Energy Demand,TWh,2019,0.000517778
SI,Industry,Metals,Biofuels,Energy Demand,TWh,2019,0
SI,Industry,Metals,Solids,Energy Demand,TWh,2019,0.016663611
SI,Industry,Metals,Liquids,Energy Demand,TWh,2019,0.015415278
SI,Industry,Metals,Others,Energy Demand,TWh,2019,0
SI,Industry,Others,Electricity,Energy Demand,TWh,2019,2.989658889
SI,Industry,Others,Hydrogen,Energy Demand,TWh,2019,0
SE,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0.868537222
SI,Industry,Others,Heat,Energy Demand,TWh,2019,0.159673333
SI,Industry,Others,Biofuels,Energy Demand,TWh,2019,0.498040556
SI,Industry,Others,Solids,Energy Demand,TWh,2019,0.259978889
SI,Industry,Others,Liquids,Energy Demand,TWh,2019,0.9227575
SI,Industry,Others,Others,Energy Demand,TWh,2019,0
SI,Industry,Paper,Electricity,Energy Demand,TWh,2019,0.707468056
SI,Industry,Paper,Hydrogen,Energy Demand,TWh,2019,0
SI,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0.503783333
SI,Industry,Paper,Heat,Energy Demand,TWh,2019,0.011279167
SI,Industry,Paper,Biofuels,Energy Demand,TWh,2019,0.126477778
SI,Industry,Paper,Solids,Energy Demand,TWh,2019,0.248440278
SI,Industry,Paper,Liquids,Energy Demand,TWh,2019,0.013389722
SI,Industry,Paper,Others,Energy Demand,TWh,2019,0
SI,Industry,Refineries,Electricity,Energy Demand,TWh,2019,0
SI,Industry,Refineries,Hydrogen,Energy Demand,TWh,2019,0
SI,Industry,Refineries,Heat,Energy Demand,TWh,2019,0
SI,Industry,Refineries,Biofuels,Energy Demand,TWh,2019,0
SI,Industry,Refineries,Solids,Energy Demand,TWh,2019,0
SI,Industry,Refineries,Liquids,Energy Demand,TWh,2019,0
SI,Industry,Refineries,Others,Energy Demand,TWh,2019,0
SK,Industry,Chemicals,Methane,Energy Demand,TWh,2019,0
SI,Industry,Steel,Electricity,Energy Demand,TWh,2019,0.786366111
SI,Industry,Steel,Hydrogen,Energy Demand,TWh,2019,0
SI,Industry,Steel,Heat,Energy Demand,TWh,2019,0.0121125
SI,Industry,Steel,Biofuels,Energy Demand,TWh,2019,7.72E-05
SI,Industry,Steel,Solids,Energy Demand,TWh,2019,0.067673889
SI,Industry,Steel,Liquids,Energy Demand,TWh,2019,0.021183611
SI,Industry,Steel,Others,Energy Demand,TWh,2019,0
SI,Industry,Datacenters,Electricity,Energy Demand,TWh,2019,0.35
SK,Industry,Total,Electricity,Energy Demand,TWh,2019,13.97888889
SK,Industry,Total,Hydrogen,Energy Demand,TWh,2019,0
UK,Industry,Chemicals,Methane,Energy Demand,TWh,2019,15.08523595
SK,Industry,Total,Heat,Energy Demand,TWh,2019,1.288333333
SK,Industry,Total,Biofuels,Energy Demand,TWh,2019,4.695833333
SK,Industry,Total,Solids,Energy Demand,TWh,2019,11.25918778
SK,Industry,Total,Liquids,Energy Demand,TWh,2019,6.612446667
SK,Industry,Total,Others,Energy Demand,TWh,2019,0
SK,Industry,Aluminium,Electricity,Energy Demand,TWh,2019,2.626
SK,Industry,Aluminium,Hydrogen,Energy Demand,TWh,2019,0
AT,Industry,Aluminium,Methane,Energy Demand,TWh,2019,0
SK,Industry,Aluminium,Heat,Energy Demand,TWh,2019,0
SK,Industry,Aluminium,Biofuels,Energy Demand,TWh,2019,0
SK,Industry,Aluminium,Solids,Energy Demand,TWh,2019,0
SK,Industry,Aluminium,Liquids,Energy Demand,TWh,2019,0
SK,Industry,Aluminium,Others,Energy Demand,TWh,2019,0
SK,Industry,Chemicals,Electricity,Energy Demand,TWh,2019,0.769338137
SK,Industry,Chemicals,Hydrogen,Energy Demand,TWh,2019,0
BE,Industry,Aluminium,Methane,Energy Demand,TWh,2019,0
SK,Industry,Chemicals,Heat,Energy Demand,TWh,2019,0.120555556
SK,Industry,Chemicals,Biofuels,Energy Demand,TWh,2019,0.000833333
SK,Industry,Chemicals,Solids,Energy Demand,TWh,2019,0
SK,Industry,Chemicals,Liquids,Energy Demand,TWh,2019,2.536638889
SK,Industry,Chemicals,Others,Energy Demand,TWh,2019,0
BG,Industry,Aluminium,Methane,Energy Demand,TWh,2019,0
SK,Industry,Fertilizers,Electricity,Energy Demand,TWh,2019,0.173661863
SK,Industry,Fertilizers,Hydrogen,Energy Demand,TWh,2019,0
CY,Industry,Aluminium,Methane,Energy Demand,TWh,2019,0
SK,Industry,Fertilizers,Heat,Energy Demand,TWh,2019,0
SK,Industry,Fertilizers,Biofuels,Energy Demand,TWh,2019,0
SK,Industry,Fertilizers,Solids,Energy Demand,TWh,2019,0
SK,Industry,Fertilizers,Liquids,Energy Demand,TWh,2019,0
SK,Industry,Fertilizers,Others,Energy Demand,TWh,2019,0
CZ,Industry,Aluminium,Methane,Energy Demand,TWh,2019,0
SK,Industry,Food,Electricity,Energy Demand,TWh,2019,0.566
SK,Industry,Food,Hydrogen,Energy Demand,TWh,2019,0
DE,Industry,Aluminium,Methane,Energy Demand,TWh,2019,0.61
SK,Industry,Food,Heat,Energy Demand,TWh,2019,0.074722222
SK,Industry,Food,Biofuels,Energy Demand,TWh,2019,0.078055556
SK,Industry,Food,Solids,Energy Demand,TWh,2019,0.086971111
SK,Industry,Food,Liquids,Energy Demand,TWh,2019,0.011697778
SK,Industry,Food,Others,Energy Demand,TWh,2019,0
SK,Industry,Metals,Electricity,Energy Demand,TWh,2019,0
